,SubjectID,Device,ActivityID,TrialNo,Acc,Gyr
3710,8,Waist,30,1,"[[ 2567 -2773   327]
 [ 2578 -2757   374]
 [ 2596 -2802   394]
 ...
 [ 2070 -3222  -822]
 [ 2058 -3155  -818]
 [ 2029 -3106  -848]]","[[-576  791  -39]
 [-584  784  -40]
 [-588  784  -39]
 ...
 [ 332  119 -356]
 [ 349  102 -364]
 [ 366   96 -361]]"
3711,14,Wrist,43,1,"[[ 3883  -914   643]
 [ 3872  -913   654]
 [ 3857  -916   669]
 ...
 [ 1776 -8343  2259]
 [ 1719 -8505  2423]
 [ 1791 -8629  2602]]","[[ 1513  -785  -107]
 [ 1523  -791   -96]
 [ 1538  -796   -81]
 ...
 [  499 -2084 -2211]
 [  601 -2089 -2092]
 [  743 -2104 -1985]]"
3712,14,Wrist,7,3,"[[ 3859 -1205  -119]
 [ 3858 -1204  -116]
 [ 3862 -1202  -118]
 ...
 [ 3937  -846  -244]
 [ 3935  -847  -246]
 [ 3932  -852  -249]]","[[21 24 27]
 [25 20 30]
 [21 21 24]
 ...
 [-4 21 34]
 [-4 18 34]
 [-7 19 33]]"
3713,2,Wrist,103,2,"[[-3924   448  -393]
 [-3965   428  -380]
 [-3973   407  -375]
 ...
 [   19   548 -4062]
 [   16   549 -4060]
 [   17   549 -4058]]","[[-943  389  -17]
 [-964  404   -9]
 [-987  416   -1]
 ...
 [ -16  -21   34]
 [ -18  -19   31]
 [ -22  -20   31]]"
3714,15,Wrist,107,1,"[[ 4067  -854  -424]
 [ 4012  -864  -407]
 [ 3958  -870  -389]
 ...
 [ 2901  1016 -2620]
 [ 2905  1017 -2621]
 [ 2908  1025 -2623]]","[[ -293  -128 -1103]
 [ -291  -143 -1106]
 [ -283  -159 -1111]
 ...
 [  -24    32    11]
 [  -27    29    12]
 [  -21    27    11]]"
3715,13,Wrist,21,4,"[[ 1848 -3110 -1181]
 [ 1955 -3202 -1153]
 [ 2066 -3290 -1116]
 ...
 [ -615 -3991   606]
 [ -620 -3988   603]
 [ -620 -3991   608]]","[[ 358 -132  135]
 [ 293  -83  224]
 [ 223  -37  313]
 ...
 [ -15  175   46]
 [ -21  161   50]
 [ -27  150   55]]"
3716,6,Wrist,127,4,"[[ 2623   577 -1166]
 [ 2682   641 -1308]
 [ 2774   705 -1451]
 ...
 [ 3445  1673 -1258]
 [ 3442  1674 -1258]
 [ 3441  1680 -1256]]","[[ 1190  -590 -2002]
 [ 1192  -597 -2032]
 [ 1178  -597 -2065]
 ...
 [   35     0    29]
 [   35    -3    31]
 [   39    -3    32]]"
3717,12,Neck,110,1,"[[3675  588 -391]
 [3756  553 -421]
 [3837  554 -420]
 ...
 [4524 1103  695]
 [4564 1183  708]
 [4599 1276  705]]","[[818  29 181]
 [821  67 183]
 [823  98 176]
 ...
 [-18  77 236]
 [ -8  50 239]
 [  4  22 247]]"
3718,4,Neck,41,6,"[[3789  567 -806]
 [3788  557 -818]
 [3792  548 -838]
 ...
 [4308 -220 -864]
 [4363 -217 -832]
 [4413 -207 -803]]","[[ -86   87  -49]
 [ -84   86  -47]
 [ -83   86  -50]
 ...
 [-266   26   63]
 [-270   19   65]
 [-274   11   60]]"
3719,3,Wrist,27,3,"[[3691 1629 -304]
 [3694 1626 -297]
 [3696 1623 -295]
 ...
 [2442 1054 -117]
 [2403 1055 -126]
 [2385 1055 -133]]","[[ -40    4   21]
 [ -42    4   20]
 [ -40    5   22]
 ...
 [-900 -495  -35]
 [-899 -493  -21]
 [-894 -490   -5]]"
3720,14,Wrist,13,5,"[[ 5978 -1186  -173]
 [ 6151 -1158  -242]
 [ 6287 -1140  -299]
 ...
 [ 2586  1080 -2961]
 [ 2552  1057 -2904]
 [ 2530  1021 -2847]]","[[1032  -75  722]
 [ 908  -59  663]
 [ 774  -35  605]
 ...
 [ 486  188  300]
 [ 429  167  280]
 [ 382  148  258]]"
3721,9,Wrist,23,1,"[[ 2461 -1950  -207]
 [ 2556 -1907  -239]
 [ 2687 -1859  -251]
 ...
 [ 2821  -505  -796]
 [ 2837  -551  -812]
 [ 2853  -598  -832]]","[[ 764  153  135]
 [ 754  202  205]
 [ 737  253  300]
 ...
 [-829  -62 1600]
 [-883  -66 1607]
 [-928  -69 1614]]"
3722,12,Wrist,28,2,"[[ 4164  -358   609]
 [ 4178  -351   600]
 [ 4193  -349   589]
 ...
 [ 4437  -575 -1461]
 [ 4399  -536 -1492]
 [ 4352  -508 -1519]]","[[ 910   32 -142]
 [ 870   17 -138]
 [ 829   -2 -134]
 ...
 [1229 -343 1252]
 [1138 -333 1224]
 [1042 -327 1197]]"
3723,3,Waist,16,3,"[[ 3348 -1512   678]
 [ 3278 -1513   686]
 [ 3215 -1508   678]
 ...
 [ -483 -4073   250]
 [ -483 -4073   254]
 [ -481 -4075   253]]","[[1133 -291  397]
 [1102 -258  432]
 [1069 -213  452]
 ...
 [  -2    3    4]
 [  -7    5    5]
 [  -7    2    5]]"
3724,9,Wrist,29,2,"[[ 4339  -356 -1632]
 [ 4325  -306 -1610]
 [ 4303  -254 -1585]
 ...
 [ 4832  -909  -386]
 [ 4907  -866  -410]
 [ 4988  -821  -429]]","[[589 284 233]
 [462 318 222]
 [323 351 211]
 ...
 [ -8 187 964]
 [-32 197 968]
 [-61 212 974]]"
3725,3,Wrist,2,2,"[[3698 1543 -394]
 [3693 1544 -392]
 [3692 1545 -398]
 ...
 [3688 1563 -379]
 [3688 1564 -382]
 [3688 1565 -383]]","[[29 13 27]
 [31 14 28]
 [32 18 33]
 ...
 [29 24 35]
 [29 22 37]
 [26 19 33]]"
3726,9,Wrist,1,4,"[[ 4082   769 -2201]
 [ 4090   767 -2137]
 [ 4095   720 -2055]
 ...
 [ 3769  -905  -702]
 [ 3771  -903  -694]
 [ 3776  -908  -691]]","[[2469  466  150]
 [2327  498  157]
 [2166  520  154]
 ...
 [  -8   59   53]
 [  -6   55   60]
 [  -2   54   68]]"
3727,13,Neck,127,4,"[[ -158   276  3907]
 [ -161   275  3925]
 [ -166   275  3937]
 ...
 [ 2163  1763 -3116]
 [ 2165  1764 -3122]
 [ 2166  1764 -3128]]","[[-71 105  20]
 [-75 114  21]
 [-74 115  24]
 ...
 [-81  85  30]
 [-78  83  29]
 [-80  80  31]]"
3728,3,Neck,14,10,"[[3982 -472 -261]
 [3981 -475 -259]
 [3984 -474 -251]
 ...
 [3707   -4 -234]
 [3712   14 -221]
 [3727   26 -209]]","[[-63  81  10]
 [-68  81  12]
 [-66  76  13]
 ...
 [593 283  18]
 [595 246  54]
 [594 216  87]]"
3729,2,Wrist,41,10,"[[-4046   991   332]
 [-4054  1014   341]
 [-4061  1034   346]
 ...
 [-3790  1546  1048]
 [-3782  1550  1073]
 [-3777  1555  1097]]","[[  27   50 -213]
 [  26   58 -209]
 [  30   61 -207]
 ...
 [  26   -8   52]
 [  28  -12   49]
 [  32  -11   46]]"
3730,8,Neck,124,1,"[[3768 -480  238]
 [3792 -699  266]
 [3600 -583  200]
 ...
 [3720 1260  566]
 [3779 1279  579]
 [3835 1292  585]]","[[-111  184  -35]
 [-186  152  -55]
 [-165  156  -57]
 ...
 [  94   64  214]
 [  98   58  222]
 [ 100   55  234]]"
3731,8,Neck,107,4,"[[4155  330 -334]
 [4203  230 -337]
 [4242  161 -327]
 ...
 [-400  -20 3922]
 [-397  -21 3923]
 [-397  -22 3927]]","[[398 262  35]
 [380 255  35]
 [352 241  36]
 ...
 [-69  78  17]
 [-67  82  16]
 [-72  82  17]]"
3732,2,Neck,33,2,"[[5163 -100  595]
 [5151 -129  594]
 [5113 -155  608]
 ...
 [5064  -77  876]
 [5434  -41  881]
 [5873  -29  845]]","[[  33 -112   77]
 [  31 -101   66]
 [  36  -90   55]
 ...
 [   7  272   -8]
 [ -18  285   23]
 [ -57  309   51]]"
3733,6,Wrist,109,2,"[[ 757 2458  887]
 [ 723 2421  876]
 [ 688 2396  854]
 ...
 [-219 3332 1816]
 [-198 3285 1901]
 [-179 3239 1991]]","[[ 1064 -1105  -718]
 [ 1068 -1081  -727]
 [ 1079 -1051  -727]
 ...
 [-1031   933  -389]
 [-1085   963  -405]
 [-1118   998  -427]]"
3734,11,Neck,43,1,"[[3870 -631 -895]
 [3870 -626 -909]
 [3875 -625 -922]
 ...
 [9157 -173 -839]
 [9139 -176 -610]
 [8874  -89 -450]]","[[  -92   -28   110]
 [  -93   -31   108]
 [  -89   -30   113]
 ...
 [-1786  -980  1823]
 [-1673 -1045  1626]
 [-1468 -1018  1383]]"
3735,10,Wrist,13,5,"[[ 4052  -419  -321]
 [ 4035  -421  -320]
 [ 4022  -430  -322]
 ...
 [ 1854 -2733 -2391]
 [ 1852 -2731 -2392]
 [ 1853 -2731 -2392]]","[[-368  106   35]
 [-364  103   33]
 [-361  100   34]
 ...
 [  17   20   31]
 [  20   22   31]
 [  18   22   29]]"
3736,9,Waist,27,1,"[[ 4090    96  -341]
 [ 4077   120  -337]
 [ 4066   141  -341]
 ...
 [ 4688   535  -990]
 [ 4612   623 -1000]
 [ 4521   702 -1011]]","[[-414  -36  -47]
 [-417  -32  -48]
 [-421  -27  -48]
 ...
 [ 194 1054  499]
 [ 188  972  464]
 [ 193  896  433]]"
3737,11,Waist,28,2,"[[5027 -365 1658]
 [5069 -287 1547]
 [5117 -232 1405]
 ...
 [4869  117 1792]
 [4840  146 1715]
 [4836  136 1606]]","[[-445  229  182]
 [-450  240  202]
 [-427  257  223]
 ...
 [ -49  177  385]
 [  20  169  398]
 [ 109  156  404]]"
3738,9,Wrist,22,3,"[[ 7204  -113  -123]
 [ 7124   -12  -162]
 [ 7025    68  -199]
 ...
 [ 6083 -2203 -1054]
 [ 6053 -2261 -1080]
 [ 5990 -2322 -1081]]","[[ -371    36 -2618]
 [ -485    39 -2685]
 [ -600    36 -2746]
 ...
 [ -642   221  2413]
 [ -588   229  2342]
 [ -537   222  2259]]"
3739,12,Waist,43,2,"[[4050  518  333]
 [4048  522  337]
 [4041  527  334]
 ...
 [  14 2080 -104]
 [ 124 2151   56]
 [ 174 2115   81]]","[[ -38   28    0]
 [ -34   26    2]
 [ -34   24    4]
 ...
 [-217  138   28]
 [  27  119  -26]
 [ 235  130  -81]]"
3740,10,Neck,37,1,"[[ 3767   161 -1189]
 [ 3757   166 -1168]
 [ 3755   164 -1149]
 ...
 [ 3987  -103  -450]
 [ 3986  -110  -442]
 [ 3981  -115  -434]]","[[-700  185   33]
 [-690  180   23]
 [-681  183   23]
 ...
 [ -83  102    6]
 [ -83  105    8]
 [ -84  107    6]]"
3741,2,Neck,20,5,"[[3868 -489 1023]
 [3972 -487 1041]
 [4063 -480 1066]
 ...
 [3728 1581 -617]
 [3877 1648 -412]
 [4033 1735 -144]]","[[  71  152  -74]
 [  65  144  -71]
 [  58  141  -65]
 ...
 [ 880  372 -271]
 [ 919  437 -249]
 [ 927  471 -213]]"
3742,12,Neck,120,1,"[[ 3644  -472 -1844]
 [ 3643  -473 -1858]
 [ 3648  -474 -1866]
 ...
 [ 3264   167 -1963]
 [ 3290   181 -1937]
 [ 3331   184 -1913]]","[[ -68   44    4]
 [ -72   45    0]
 [ -72   44    4]
 ...
 [ 530  467 -534]
 [ 527  461 -525]
 [ 526  442 -509]]"
3743,3,Wrist,9,2,"[[3775 1348 -320]
 [3779 1349 -318]
 [3784 1350 -321]
 ...
 [4240 6670 -371]
 [4130 6724 -259]
 [4011 6790 -177]]","[[  35   16   33]
 [  36   16   35]
 [  37   15   34]
 ...
 [ 908  836 5032]
 [1001  849 5106]
 [1117  862 5181]]"
3744,11,Wrist,32,2,"[[ 2362  2217 -2454]
 [ 2318  2221 -2452]
 [ 2296  2208 -2460]
 ...
 [ 1783  -267 -4143]
 [ 1816  -256 -4274]
 [ 1850  -256 -4395]]","[[  82   -6 -205]
 [  39   -1 -183]
 [ -12    4 -161]
 ...
 [ 984  456  833]
 [ 939  406  830]
 [ 877  357  819]]"
3745,2,Neck,37,2,"[[3836 -223 1006]
 [3852 -222 1007]
 [3859 -216 1010]
 ...
 [3822  215  776]
 [3825  213  779]
 [3831  223  784]]","[[-73  73   6]
 [-74  72   3]
 [-74  70   0]
 ...
 [-69  73   4]
 [-71  71   3]
 [-71  74   4]]"
3746,10,Wrist,5,1,"[[ 3942  -391  -750]
 [ 3946  -387  -754]
 [ 3950  -385  -748]
 ...
 [-1740   579 -1536]
 [-1717   584 -1561]
 [-1690   580 -1584]]","[[   27    15    47]
 [   25    14    45]
 [   21    16    45]
 ...
 [-1542 -1479   548]
 [-1506 -1521   579]
 [-1486 -1564   610]]"
3747,12,Wrist,22,1,"[[2218  212 -460]
 [2265  218 -466]
 [2319  221 -478]
 ...
 [3768 -563 -694]
 [3753 -548 -715]
 [3783 -514 -735]]","[[-315  571 -422]
 [-319  548 -348]
 [-323  524 -269]
 ...
 [ -65 -253 1092]
 [ -38 -297 1054]
 [  -4 -342 1028]]"
3748,15,Wrist,9,4,"[[-4222    84   366]
 [-4250    78   367]
 [-4274    69   361]
 ...
 [ 3971  -261  -788]
 [ 3970  -264  -789]
 [ 3971  -264  -791]]","[[-12 -21   1]
 [ -1 -22   5]
 [  6 -26   8]
 ...
 [ -8  23   7]
 [ -8  23   3]
 [ -7  24  -1]]"
3749,14,Wrist,2,2,"[[3936 -864 -271]
 [3938 -866 -272]
 [3938 -868 -276]
 ...
 [3951 -855 -185]
 [3949 -856 -183]
 [3951 -852 -184]]","[[ 0 18 19]
 [-4 17 19]
 [-4 18 18]
 ...
 [-5 26 32]
 [-7 28 29]
 [-6 29 25]]"
3750,11,Waist,13,9,"[[3256 -337 1880]
 [3251 -363 1926]
 [3254 -419 1948]
 ...
 [2873 1480 2510]
 [2859 1469 2492]
 [2864 1468 2485]]","[[-671  209 -625]
 [-663  214 -623]
 [-641  217 -615]
 ...
 [ -25   96  -18]
 [ -17   91  -18]
 [ -13   83  -21]]"
3751,11,Wrist,38,1,"[[3838  561 -981]
 [3844  563 -988]
 [3847  569 -994]
 ...
 [3917   53 -933]
 [3914   65 -936]
 [3912   78 -940]]","[[-34  -6   6]
 [-32  -9   5]
 [-29 -11   2]
 ...
 [593   2 -26]
 [564   2 -22]
 [531  -5 -21]]"
3752,14,Wrist,105,2,"[[ 3660 -1235  -565]
 [ 3730 -1269  -575]
 [ 3797 -1298  -578]
 ...
 [   78 -3251  2613]
 [   82 -3246  2610]
 [   82 -3247  2613]]","[[ 622 -129  724]
 [ 655 -118  702]
 [ 693 -109  677]
 ...
 [ -21   26    8]
 [ -15   25    8]
 [ -19   22    5]]"
3753,13,Wrist,7,3,"[[-2609 -1808  -912]
 [-2596 -1852  -911]
 [-2579 -1897  -909]
 ...
 [ 1957 -4028  1415]
 [ 1890 -3846  1404]
 [ 1818 -3655  1378]]","[[-1193   235  2007]
 [-1177   225  2003]
 [-1179   212  1995]
 ...
 [ 1126   444 -3900]
 [ 1213   326 -3963]
 [ 1282   203 -4029]]"
3754,8,Neck,40,1,"[[3977 -518  -40]
 [3973 -511  -42]
 [3968 -514  -34]
 ...
 [3685 -474 -228]
 [3666 -466 -225]
 [3655 -458 -223]]","[[ 10 214 -45]
 [ 11 224 -43]
 [ 15 234 -41]
 ...
 [-39  85 106]
 [-39  88 117]
 [-38  90 122]]"
3755,11,Waist,26,3,"[[ 3690 -1388   965]
 [ 3697 -1399   974]
 [ 3702 -1413   980]
 ...
 [ 3691 -1521   922]
 [ 3694 -1517   922]
 [ 3696 -1517   917]]","[[-216  -21  -28]
 [-204  -19  -33]
 [-198  -17  -36]
 ...
 [ -54   20    7]
 [ -55   18    8]
 [ -58   18    6]]"
3756,5,Neck,112,1,"[[ 1688   804 -4962]
 [ 1680   789 -5098]
 [ 1701   769 -5231]
 ...
 [  -84   -71 -4334]
 [  -83   -73 -4333]
 [  -84   -70 -4338]]","[[ -75  237 -124]
 [ -98  294  -72]
 [-127  356  -10]
 ...
 [ -75   78   19]
 [ -75   80   18]
 [ -75   79   17]]"
3757,14,Waist,20,1,"[[ 4019 -1139  -370]
 [ 4058 -1437  -595]
 [ 4201 -1761  -798]
 ...
 [ 3823   977  -979]
 [ 3851   878  -791]
 [ 3884   781  -589]]","[[  80 -485  357]
 [  88 -350  288]
 [  83 -205  189]
 ...
 [ 209  259 -262]
 [ 221  273 -368]
 [ 223  261 -451]]"
3758,14,Neck,114,1,"[[3954 -470   78]
 [3944 -463   84]
 [3950 -449   91]
 ...
 [  -1   -7 3884]
 [   2  -10 3893]
 [   5  -11 3911]]","[[ 710 -124  130]
 [ 710 -141  136]
 [ 710 -158  139]
 ...
 [ -68   77   21]
 [ -67   80   20]
 [ -64   76   20]]"
3759,9,Waist,13,8,"[[ 2882   472  -277]
 [ 2885   449  -260]
 [ 2922   403  -248]
 ...
 [ 4282   413 -1007]
 [ 4349   399 -1019]
 [ 4419   375 -1022]]","[[1196  279 -174]
 [1208  327 -138]
 [1219  372  -98]
 ...
 [  55  521  137]
 [  59  521  143]
 [  62  510  147]]"
3760,15,Wrist,119,2,"[[ 3431  2055  -456]
 [ 3431  2052  -451]
 [ 3429  2052  -445]
 ...
 [ 3444   343 -1885]
 [ 3449   346 -1874]
 [ 3460   351 -1869]]","[[-13  34   9]
 [-13  29   9]
 [-14  28   7]
 ...
 [-25  15  18]
 [-14  17  22]
 [ -1  20  21]]"
3761,3,Waist,107,2,"[[3645 -785  916]
 [3671 -735  905]
 [3726 -679  915]
 ...
 [-117 2474 3204]
 [-106 2478 3208]
 [-106 2478 3202]]","[[348  86 141]
 [339  92 140]
 [324  95 140]
 ...
 [-20  40  11]
 [-24  37   9]
 [-19  32   9]]"
3762,5,Waist,32,1,"[[4025 -254 -609]
 [4027 -249 -611]
 [4034 -248 -611]
 ...
 [3384 -227  146]
 [3423 -252  166]
 [3456 -277  175]]","[[ -32   27    4]
 [ -34   28    4]
 [ -38   22    0]
 ...
 [1093  -34  -65]
 [1098  -47  -56]
 [1095  -62  -45]]"
3763,6,Wrist,127,3,"[[ -408  2822   634]
 [ -586  2934   655]
 [ -892  3215   683]
 ...
 [-1557  3504  1503]
 [-1558  3505  1502]
 [-1560  3507  1503]]","[[1198  178 -152]
 [1061  151 -215]
 [ 911  122 -282]
 ...
 [  25   18   32]
 [  26   16   32]
 [  29   18   30]]"
3764,2,Wrist,3,1,"[[  565 -3764 -1300]
 [  554 -3774 -1313]
 [  545 -3785 -1332]
 ...
 [  512 -3402 -2269]
 [  515 -3402 -2267]
 [  516 -3402 -2269]]","[[194 -94 -49]
 [197 -95 -51]
 [200 -95 -54]
 ...
 [ 23  17  33]
 [ 24  20  32]
 [ 23  21  32]]"
3765,5,Wrist,25,3,"[[-1080  2978 -4942]
 [-1022  3537 -5553]
 [ -887  4108 -6043]
 ...
 [  249  7458 -5201]
 [  563  7630 -5258]
 [  806  7727 -5271]]","[[ 999 3175 -534]
 [1199 3210 -624]
 [1348 3244 -715]
 ...
 [1566 1182  105]
 [1317 1144   59]
 [1088 1101    7]]"
3766,7,Neck,22,2,"[[ 4795  -696 -1299]
 [ 4909  -795 -1314]
 [ 5008  -845 -1261]
 ...
 [ 4391  -375  -460]
 [ 4414  -283  -574]
 [ 4419  -146  -710]]","[[ 514 -109 -117]
 [ 485  -94  -95]
 [ 433  -96  -73]
 ...
 [ 687 -407  140]
 [ 669 -410  162]
 [ 663 -412  184]]"
3767,4,Waist,42,12,"[[2842 1949 2087]
 [2846 1948 2095]
 [2851 1936 2094]
 ...
 [2843 1484 2473]
 [2853 1481 2475]
 [2867 1473 2469]]","[[ -5  12   5]
 [  0  17   6]
 [ -1  16   6]
 ...
 [ 44  -5 -25]
 [ 46  -1 -32]
 [ 50   9 -35]]"
3768,11,Neck,14,8,"[[ 2484  -758 -3379]
 [ 2482  -756 -3375]
 [ 2476  -751 -3372]
 ...
 [ 3671  -321 -1739]
 [ 3666  -326 -1737]
 [ 3675  -332 -1737]]","[[-70  80   2]
 [-70  80   3]
 [-76  78   1]
 ...
 [-74  91  31]
 [-72  91  24]
 [-77  90  24]]"
3769,15,Wrist,34,1,"[[ 3506  -313 -1239]
 [ 3471  -314 -1233]
 [ 3434  -313 -1248]
 ...
 [ 3234 -2479  -413]
 [ 3233 -2480  -406]
 [ 3233 -2484  -400]]","[[  64  185 -337]
 [  78  180 -335]
 [  85  182 -325]
 ...
 [-138  112   24]
 [-135  111   22]
 [-133  110   21]]"
3770,2,Neck,108,3,"[[ 3788  1031   607]
 [ 3734  1045   600]
 [ 3757  1038   612]
 ...
 [ 2522  -633 -2347]
 [ 2482  -579 -2310]
 [ 2477  -547 -2293]]","[[ 531  -48  191]
 [ 538  -54  188]
 [ 542  -61  186]
 ...
 [ 365 -118  140]
 [ 403 -122  246]
 [ 431 -131  351]]"
3771,9,Wrist,130,1,"[[ 3667 -2603 -1667]
 [ 3577 -2572 -1714]
 [ 3489 -2527 -1762]
 ...
 [ -140 -4100   371]
 [ -142 -4099   373]
 [ -138 -4100   373]]","[[260  42 567]
 [301  48 571]
 [339  56 575]
 ...
 [ 14  15  23]
 [ 17  15  24]
 [ 12  13  25]]"
3772,11,Waist,44,2,"[[ 1405 -1791 -2925]
 [ 2448 -1547 -2045]
 [ 3785 -1598 -1092]
 ...
 [ 3900  -712   891]
 [ 3885  -703   883]
 [ 3892  -709   877]]","[[2235 1406  425]
 [2105 1720  554]
 [1994 1942  751]
 ...
 [ -10   13    0]
 [  -8   10   -4]
 [  -4   11   -5]]"
3773,2,Neck,28,2,"[[3696  730  375]
 [3705  700  431]
 [3710  676  483]
 ...
 [4365  352  435]
 [4378  330  439]
 [4363  321  425]]","[[ 494  298   84]
 [ 469  282   79]
 [ 438  264   71]
 ...
 [ 369 -105  -18]
 [ 344 -138  -16]
 [ 325 -148  -10]]"
3774,7,Waist,14,1,"[[1840 2910 2115]
 [1834 2910 2115]
 [1827 2906 2111]
 ...
 [3402 1394  748]
 [3414 1319  768]
 [3444 1237  763]]","[[ -19   22    7]
 [ -23   25    8]
 [ -24   24    8]
 ...
 [-995  340 -448]
 [-908  353 -467]
 [-836  365 -487]]"
3775,15,Neck,16,1,"[[ 3003   319 -1188]
 [ 3011   379 -1256]
 [ 3041   456 -1307]
 ...
 [ -774  -228  3885]
 [ -768  -229  3887]
 [ -766  -227  3891]]","[[-777 1024  329]
 [-831 1074  356]
 [-879 1128  384]
 ...
 [ -71   70   18]
 [ -68   67   16]
 [ -66   70   18]]"
3776,14,Wrist,126,2,"[[-2291 -3508   -79]
 [-2193 -3663   -89]
 [-2093 -3855  -102]
 ...
 [ 3364  -840 -1078]
 [ 3338  -852 -1103]
 [ 3314  -865 -1127]]","[[  409  -540 -1107]
 [  517  -578 -1159]
 [  616  -600 -1214]
 ...
 [  782    17   352]
 [  765    16   332]
 [  750    17   315]]"
3777,13,Waist,43,3,"[[ 3877    23    42]
 [ 3882    29    35]
 [ 3873    59    27]
 ...
 [ -252   832  -506]
 [ -792   817  -999]
 [-1255   779 -1513]]","[[   41   126   129]
 [   28   130   114]
 [   14   140   104]
 ...
 [ -429 -1021   468]
 [ -393 -1015   493]
 [ -484  -958   543]]"
3778,13,Neck,134,2,"[[4042 -561  -67]
 [4057 -134  -92]
 [4025  132 -119]
 ...
 [ 210 3679 1453]
 [ 216 3681 1453]
 [ 217 3684 1456]]","[[ 499  153 -237]
 [ 293  110 -215]
 [ 100   87 -168]
 ...
 [ -68   43   32]
 [ -66   40   34]
 [ -69   39   34]]"
3779,2,Waist,30,2,"[[ 4405 -1930 -1340]
 [ 4332 -1909 -1297]
 [ 4254 -1859 -1237]
 ...
 [ 3562  -960  -554]
 [ 3488  -884  -538]
 [ 3434  -828  -529]]","[[ -69  -42  -88]
 [-113  -74  -99]
 [-153  -98 -109]
 ...
 [-324 -299 -256]
 [-298 -281 -259]
 [-267 -254 -263]]"
3780,10,Wrist,26,1,"[[  326 -3618 -2391]
 [  251 -3512 -2313]
 [  184 -3410 -2241]
 ...
 [ 3968  -659  -431]
 [ 3969  -657  -431]
 [ 3971  -657  -431]]","[[-428  -60 -950]
 [-422  -40 -924]
 [-418  -23 -896]
 ...
 [  20   20   24]
 [  23   23   25]
 [  24   25   29]]"
3781,10,Wrist,27,2,"[[ 3207  -169  -279]
 [ 3186  -175  -272]
 [ 3160  -177  -264]
 ...
 [ 3182 -2182 -1306]
 [ 3135 -2169 -1293]
 [ 3097 -2148 -1286]]","[[ -45   80 -910]
 [ -53   78 -870]
 [ -60   70 -829]
 ...
 [-135  -57  940]
 [ -99  -47  926]
 [ -73  -37  913]]"
3782,5,Neck,20,2,"[[ 3197 -1240 -4804]
 [ 3195 -1249 -4836]
 [ 3194 -1212 -4840]
 ...
 [ 2124   372 -2882]
 [ 2176   358 -2889]
 [ 2221   343 -2908]]","[[-122  427 -487]
 [-189  480 -549]
 [-267  537 -603]
 ...
 [ 302  354 -550]
 [ 306  270 -539]
 [ 304  177 -536]]"
3783,13,Waist,13,6,"[[3910 1352  215]
 [3917 1360  209]
 [3926 1365  196]
 ...
 [3893 -801  908]
 [3891 -805  909]
 [3890 -809  910]]","[[ 0 24  9]
 [ 1 22 10]
 [ 3 21 11]
 ...
 [-8 27 11]
 [-4 28  9]
 [-4 28  5]]"
3784,14,Neck,105,2,"[[ 3167 -1107  -931]
 [ 3254 -1017  -884]
 [ 3355  -896  -822]
 ...
 [  495  2432  2991]
 [  496  2434  2989]
 [  496  2440  2990]]","[[378 210  55]
 [355 222  36]
 [333 228  17]
 ...
 [-59  71  16]
 [-63  72  12]
 [-60  73  10]]"
3785,9,Wrist,27,2,"[[ 4134 -7152 -3011]
 [ 3975 -6951 -2820]
 [ 3884 -6735 -2660]
 ...
 [ 7163  2241   900]
 [ 7165  2192   801]
 [ 7099  2146   718]]","[[-2992 -1755  4234]
 [-2739 -1768  4107]
 [-2482 -1781  4011]
 ...
 [ -814  -824   -12]
 [ -808  -826     2]
 [ -785  -834    14]]"
3786,1,Wrist,13,6,"[[ 3657  1200 -1195]
 [ 3653  1197 -1197]
 [ 3652  1197 -1201]
 ...
 [ -369   974 -3960]
 [ -367   970 -3957]
 [ -367   969 -3954]]","[[ 1 17 35]
 [ 2 19 35]
 [ 0 16 32]
 ...
 [10 18 20]
 [12 17 19]
 [12 17 21]]"
3787,5,Neck,120,2,"[[ 1025   218 -4124]
 [ 1018   206 -4115]
 [ 1012   197 -4108]
 ...
 [  646  -281 -4516]
 [  479  -237 -4704]
 [  343  -190 -4894]]","[[ -47   56   17]
 [ -46   45   18]
 [ -44   38   19]
 ...
 [ 435  -53 -875]
 [ 274 -127 -780]
 [ 118 -200 -685]]"
3788,5,Waist,35,2,"[[ 3492  1205    -3]
 [ 3390  1208    74]
 [ 3304  1200   142]
 ...
 [ 3002  -265 -1244]
 [ 3179  -295 -1280]
 [ 3398  -284 -1276]]","[[-1965    78    70]
 [-1906    58    25]
 [-1853    71   -15]
 ...
 [-1626   588   505]
 [-1678   664   513]
 [-1746   699   521]]"
3789,4,Waist,42,5,"[[1912 2526 2271]
 [1918 2544 2263]
 [1924 2564 2257]
 ...
 [1813 2019 2992]
 [1808 2025 2995]
 [1809 2031 2997]]","[[ 99 120  26]
 [110 123  12]
 [113 132   1]
 ...
 [ -2  16  -2]
 [ -6  16   1]
 [ -3  17   1]]"
3790,5,Wrist,7,3,"[[ 4033  -618  -329]
 [ 4037  -647  -336]
 [ 4040  -671  -343]
 ...
 [ 5846 -5702  2322]
 [ 6278 -6830  3551]
 [ 6158 -8013  4650]]","[[  510   -69  -305]
 [  489   -69  -315]
 [  472   -70  -327]
 ...
 [-8668  4479  3795]
 [-7986  4523  3441]
 [-7019  4549  3102]]"
